Age,DistanceFromHome,Education,EmployeeCount,Gender,JobLevel,MonthlyIncome,NumCompaniesWorked,Over18,PercentSalaryHike,StandardHours,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,YearsAtCompany,YearsSinceLastPromotion,YearsWithCurrManager,BusinessTravel_Non-Travel,BusinessTravel_Travel_Frequently,BusinessTravel_Travel_Rarely,Department_Human Resources,Department_Research & Development,Department_Sales,EducationField_Human Resources,EducationField_Life Sciences,EducationField_Marketing,EducationField_Medical,EducationField_Other,EducationField_Technical Degree,JobRole_Healthcare Representative,JobRole_Human Resources,JobRole_Laboratory Technician,JobRole_Manager,JobRole_Manufacturing Director,JobRole_Research Director,JobRole_Research Scientist,JobRole_Sales Executive,JobRole_Sales Representative,MaritalStatus_Divorced,MaritalStatus_Married,MaritalStatus_Single
28,1,3,1,1,5,56790,0.0,0,13,8,0,10.0,2,9,7,5,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,True,False
50,20,2,1,0,5,154020,4.0,0,21,8,0,25.0,3,3,1,2,False,False,True,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False
40,8,1,1,1,1,59850,2.0,0,13,8,3,9.0,1,5,1,0,False,False,True,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,True
52,3,2,1,1,3,25790,9.0,0,19,8,1,10.0,1,8,7,7,False,False,True,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,True
30,6,4,1,0,1,30410,1.0,0,11,8,1,9.0,2,9,0,8,False,False,True,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,True,False
39,26,1,1,1,2,34470,0.0,0,14,8,0,9.0,5,8,1,7,False,False,True,False,True,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True
31,1,2,1,1,1,195130,1.0,0,12,8,1,10.0,1,10,9,6,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,True,False,False
41,6,3,1,0,1,27730,1.0,0,11,8,0,19.0,3,19,11,9,True,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True
31,3,1,1,1,1,71040,1.0,0,14,8,1,3.0,3,3,2,2,False,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True
44,5,3,1,1,1,63220,4.0,0,11,8,1,10.0,2,3,1,2,False,False,True,False,False,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False
42,4,3,1,1,2,20830,0.0,0,12,8,2,21.0,3,20,2,10,True,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False
55,11,3,1,1,2,83810,4.0,0,15,8,1,23.0,3,19,9,11,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False
56,3,2,1,0,3,26910,6.0,0,16,8,1,36.0,6,7,7,7,False,False,True,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True
40,1,1,1,1,1,42860,9.0,0,15,8,0,6.0,6,4,0,0,True,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False
34,3,2,1,1,2,26590,0.0,0,24,8,3,10.0,2,9,1,6,False,False,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False
40,4,3,1,1,2,94340,1.0,0,13,8,1,9.0,3,9,8,8,False,False,True,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,True
41,1,4,1,0,2,55610,0.0,0,11,8,0,10.0,2,9,1,7,False,True,False,False,False,True,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,True,False,False
35,1,2,1,1,2,66460,1.0,0,13,8,1,9.0,2,9,1,1,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True
51,18,2,1,1,4,77250,1.0,0,13,8,1,33.0,2,33,0,10,False,False,True,False,False,True,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False
38,2,4,1,0,1,107250,3.0,0,18,8,0,11.0,5,7,1,7,False,False,True,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False
34,4,3,1,1,2,88470,1.0,0,16,8,0,10.0,3,10,9,6,False,False,True,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True
25,6,2,1,0,4,20450,3.0,0,19,8,0,7.0,3,3,1,2,False,False,True,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False
58,1,4,1,1,2,10090,7.0,0,13,8,2,31.0,3,10,5,9,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False
40,14,4,1,0,1,33480,3.0,0,22,8,0,7.0,2,4,0,3,False,False,True,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False
36,16,2,1,1,1,12810,2.0,0,11,8,0,17.0,2,15,6,13,False,True,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False
48,2,1,1,1,2,28190,1.0,0,20,8,0,11.0,2,10,0,8,False,False,True,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True
27,2,3,1,0,2,48510,8.0,0,18,8,0,5.0,2,1,0,0,False,False,True,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False
51,4,1,1,0,3,40280,3.0,0,14,8,0,29.0,3,5,0,3,False,False,True,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True
18,1,4,1,1,2,27200,1.0,0,22,8,1,0.0,2,0,0,0,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,True
35,1,4,1,0,2,81200,0.0,0,13,8,0,10.0,2,9,0,0,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False
27,26,4,1,0,1,46470,3.0,0,17,8,0,8.0,3,6,0,0,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True
55,19,3,1,1,1,46800,6.0,0,14,8,3,24.0,0,19,3,8,False,False,True,False,True,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,True
56,24,4,1,1,2,32210,4.0,0,15,8,2,33.0,2,19,15,9,False,False,True,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False
34,1,2,1,1,2,86210,1.0,0,17,8,1,5.0,1,5,0,0,True,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False
40,3,3,1,1,2,45770,5.0,0,11,8,1,15.0,3,12,11,8,False,False,True,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False
34,5,3,1,1,1,45530,4.0,0,18,8,1,10.0,2,8,7,7,False,False,True,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False
31,2,2,1,0,2,53960,7.0,0,17,8,1,3.0,2,1,0,0,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True
35,1,2,1,1,1,67960,0.0,0,13,8,0,5.0,2,4,3,2,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False
38,7,3,1,0,2,76250,1.0,0,15,8,0,4.0,2,4,0,3,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,True,False,False
34,10,4,1,0,2,74120,1.0,0,24,8,0,14.0,4,14,4,11,False,False,True,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,True
28,2,3,1,0,2,111590,1.0,0,12,8,0,5.0,2,5,0,4,False,False,True,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False
31,15,2,1,1,2,49600,1.0,0,15,8,0,10.0,3,10,6,7,False,False,True,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False
39,17,4,1,0,2,104750,3.0,0,11,8,1,8.0,3,5,1,4,False,False,True,False,True,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,True,False
51,20,3,1,1,2,148140,2.0,0,11,8,1,14.0,2,4,3,2,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,True,False
41,1,3,1,1,4,191410,3.0,0,12,8,1,12.0,2,6,3,3,False,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False
37,2,2,1,0,1,54050,7.0,0,15,8,0,8.0,3,6,1,3,False,False,True,False,True,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,True,False
33,2,3,1,0,1,87930,6.0,0,17,8,0,8.0,2,5,1,2,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,True,False
32,1,4,1,1,5,191890,0.0,0,12,8,1,4.0,3,3,1,2,False,False,True,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False
39,29,2,1,1,2,38750,3.0,0,15,8,0,13.0,3,6,0,5,True,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False
25,7,4,1,1,1,22160,2.0,0,13,8,3,6.0,2,3,1,2,False,False,True,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False
52,2,1,1,1,2,117130,2.0,0,14,8,0,24.0,2,5,0,2,False,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False
43,2,2,1,1,1,78610,1.0,0,14,8,2,20.0,1,20,1,8,False,False,True,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True
27,2,4,1,1,1,37080,1.0,0,16,8,2,6.0,2,6,4,4,False,False,True,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False
27,2,5,1,0,1,137700,1.0,0,18,8,1,8.0,3,8,7,7,False,False,True,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True
26,2,2,1,1,3,53040,0.0,0,20,8,1,5.0,2,4,1,1,False,False,True,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,True
42,23,3,1,0,3,26420,0.0,0,13,8,1,21.0,3,20,0,9,False,False,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False
52,5,2,1,0,1,27590,9.0,0,18,8,1,12.0,6,5,0,4,False,False,True,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False
37,20,5,1,1,2,68040,4.0,0,13,8,1,8.0,1,3,0,2,False,False,True,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True
35,6,4,1,0,2,61420,2.0,0,15,8,1,10.0,2,2,2,2,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True
25,1,4,1,1,2,25000,4.0,0,14,8,2,7.0,2,3,0,2,False,False,True,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,True,False
26,29,4,1,1,1,63890,0.0,0,22,8,0,8.0,2,7,0,7,False,False,True,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True
29,9,3,1,1,1,111030,1.0,0,12,8,0,10.0,5,10,0,9,False,False,True,False,False,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True
49,6,5,1,0,2,23420,3.0,0,18,8,0,20.0,2,4,1,3,False,True,False,False,False,True,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True
29,3,2,1,0,2,68110,0.0,0,15,8,1,9.0,2,8,7,7,False,True,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True
54,1,3,1,0,2,22970,6.0,0,18,8,2,29.0,2,20,12,7,False,False,True,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True
58,22,3,1,0,2,24500,3.0,0,12,8,1,32.0,2,9,1,5,False,False,True,False,False,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False
55,7,3,1,0,3,50930,2.0,0,16,8,1,31.0,3,7,0,0,False,False,True,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False
36,1,3,1,1,2,53090,3.0,0,13,8,0,15.0,5,5,0,1,False,False,True,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,True
31,4,3,1,1,2,30570,1.0,0,19,8,0,1.0,3,1,0,0,False,True,False,False,False,True,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True
30,3,3,1,1,3,51210,7.0,0,13,8,0,8.0,4,3,0,2,False,False,True,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False
31,1,3,1,1,1,168560,3.0,0,12,8,1,9.0,3,3,1,0,False,False,True,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True
34,2,1,1,0,5,26860,5.0,0,11,8,0,10.0,3,4,1,3,False,True,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False
31,20,3,1,1,1,61800,1.0,0,14,8,1,1.0,2,1,0,0,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True
27,11,4,1,1,4,66320,0.0,0,16,8,0,6.0,3,5,1,4,False,False,True,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,True,False
36,1,3,1,1,2,35050,1.0,0,12,8,2,10.0,2,10,1,8,False,False,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True
36,24,3,1,0,3,63970,4.0,0,14,8,1,11.0,3,3,0,2,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False
47,23,4,1,0,2,62740,7.0,0,14,8,2,17.0,0,6,1,2,False,False,True,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False
25,16,4,1,1,2,198590,3.0,0,19,8,0,6.0,3,3,2,2,False,False,True,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False
37,8,4,1,1,1,75870,0.0,0,22,8,1,7.0,5,6,1,3,True,False,False,False,False,True,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True
56,10,4,1,1,2,42580,2.0,0,16,8,0,5.0,2,3,1,0,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,True,False
47,3,2,1,1,2,43640,3.0,0,11,8,1,26.0,3,20,5,6,False,False,True,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False
24,5,1,1,1,1,43350,1.0,0,15,8,1,5.0,5,5,0,3,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False
32,4,3,1,1,1,53260,4.0,0,14,8,1,7.0,2,4,0,3,False,False,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False
34,9,2,1,1,1,32800,5.0,0,13,8,0,7.0,3,5,0,2,False,False,True,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,True,False
41,26,3,1,0,3,54850,2.0,0,17,8,2,7.0,2,4,0,3,False,False,True,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,True,False
40,3,2,1,1,1,43420,3.0,0,11,8,1,11.0,6,8,0,7,True,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False
31,16,3,1,1,2,27820,1.0,0,19,8,1,13.0,5,13,9,9,False,False,True,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False
46,18,1,1,1,1,59800,4.0,0,11,8,1,28.0,2,7,4,3,False,False,True,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False
39,2,4,1,1,2,43810,2.0,0,15,8,2,11.0,1,1,0,0,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True
31,2,3,1,1,2,25720,1.0,0,13,8,3,10.0,3,10,4,7,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,True
45,10,2,1,1,1,38330,2.0,0,14,8,0,24.0,1,7,0,7,False,False,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False
31,16,4,1,1,3,42440,9.0,0,13,8,0,8.0,3,3,0,2,False,False,True,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True
31,7,4,1,1,1,65000,6.0,0,23,8,1,7.0,5,2,2,2,False,True,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False
45,1,2,1,0,1,184300,4.0,0,12,8,1,10.0,5,3,1,2,False,False,True,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False
48,24,3,1,1,2,16010,4.0,0,12,8,0,15.0,3,2,2,2,False,False,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False
34,7,4,1,1,2,26940,1.0,0,16,8,1,2.0,3,2,2,2,False,False,True,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False
40,25,4,1,0,1,31490,2.0,0,15,8,1,16.0,1,9,4,8,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False,False
28,1,2,1,0,1,176390,0.0,0,13,8,1,6.0,0,5,1,3,False,False,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True
44,5,3,1,1,1,23190,3.0,0,18,8,0,7.0,4,5,0,3,True,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True
53,2,4,1,1,2,116910,4.0,0,20,8,0,35.0,2,9,8,8,False,False,True,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True
49,7,3,1,1,3,53240,2.0,0,19,8,0,20.0,2,3,1,2,False,False,True,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False
40,2,4,1,1,3,167520,2.0,0,18,8,1,8.0,3,3,1,2,False,False,True,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False
44,5,1,1,1,3,52280,1.0,0,13,8,0,6.0,2,5,1,3,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True
33,10,3,1,0,2,27000,0.0,0,14,8,3,5.0,2,4,0,3,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,True,False
34,10,4,1,0,1,192460,3.0,0,15,8,1,15.0,5,13,3,12,False,False,True,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True
30,1,2,1,1,1,25060,8.0,0,22,8,0,4.0,3,2,2,2,False,False,True,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False
42,8,4,1,0,1,60620,1.0,0,22,8,2,12.0,2,12,5,8,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,True
44,5,3,1,0,5,43820,7.0,0,16,8,2,11.0,2,1,0,0,False,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False
30,8,3,1,1,1,21430,1.0,0,17,8,1,1.0,2,1,0,0,True,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False
57,2,1,1,1,3,61620,0.0,0,14,8,0,13.0,5,12,2,8,False,False,True,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False
49,7,3,1,0,2,50940,3.0,0,15,8,0,29.0,5,8,0,7,False,False,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,True,False,False
34,2,4,1,0,2,68770,7.0,0,20,8,0,16.0,3,14,6,9,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,True,False,False
28,2,3,1,1,1,22740,3.0,0,20,8,1,5.0,5,3,1,2,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False
29,28,3,1,0,5,44340,5.0,0,17,8,3,7.0,1,5,0,0,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True
34,7,1,1,1,1,62880,0.0,0,15,8,1,16.0,2,15,10,10,False,False,True,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True
35,7,4,1,0,4,25530,1.0,0,14,8,1,1.0,4,1,0,0,False,False,True,False,False,True,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,True,False
24,3,3,1,1,2,76540,2.0,0,17,8,1,4.0,3,0,0,0,False,True,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True
24,10,3,1,0,2,51600,1.0,0,17,8,1,1.0,3,1,0,0,True,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False
44,5,2,1,0,2,171590,5.0,0,22,8,1,16.0,1,2,2,2,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True
29,10,2,1,0,1,128080,1.0,0,13,8,0,10.0,6,10,0,4,False,False,True,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False
30,1,2,1,1,3,102210,0.0,0,19,8,1,6.0,2,5,1,3,False,False,True,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False
55,20,3,1,1,2,47790,0.0,0,14,8,1,4.0,6,3,1,2,False,False,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False
33,7,2,1,1,2,37370,8.0,0,22,8,2,8.0,2,5,0,2,False,False,True,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False
47,8,4,1,0,2,23660,3.0,0,17,8,0,11.0,5,5,1,2,False,False,True,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False
28,1,3,1,1,2,17060,7.0,0,12,8,0,8.0,3,0,0,0,False,True,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True
28,8,4,1,1,1,163070,1.0,0,16,8,0,1.0,3,1,0,0,False,False,True,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False
28,9,3,1,0,2,59330,0.0,0,11,8,0,5.0,3,4,1,3,False,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True
49,5,4,1,0,1,34240,4.0,0,11,8,0,10.0,3,3,1,2,False,False,True,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False
29,8,1,1,1,1,40370,0.0,0,14,8,0,4.0,2,3,0,2,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False
28,5,1,1,1,2,25590,1.0,0,11,8,0,8.0,3,8,1,7,False,False,True,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False
33,15,4,1,0,1,62010,2.0,0,15,8,3,14.0,2,0,0,0,False,False,True,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True
32,7,3,1,0,3,44030,2.0,0,20,8,0,10.0,3,5,0,0,False,False,True,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True
54,10,3,1,0,4,37610,3.0,0,12,8,0,26.0,3,14,1,12,False,True,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False
29,5,3,1,0,2,109340,6.0,0,17,8,2,11.0,2,9,0,7,False,False,True,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True
44,26,1,1,1,1,107610,3.0,0,11,8,1,24.0,5,20,14,17,False,False,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False
39,6,1,1,0,2,51750,4.0,0,17,8,1,9.0,2,2,2,2,False,False,True,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,True
46,4,2,1,1,3,138260,8.0,0,11,8,0,23.0,1,13,5,1,False,False,True,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False
35,23,4,1,1,2,63340,1.0,0,14,8,0,11.0,2,11,3,3,False,False,True,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True
23,2,4,1,0,2,49360,0.0,0,19,8,1,5.0,2,4,1,2,False,False,True,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True
40,2,3,1,1,2,47750,3.0,0,15,8,1,15.0,3,5,1,0,False,False,True,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True
34,2,3,1,1,2,28180,1.0,0,13,8,1,10.0,2,10,8,6,False,False,True,True,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False
31,29,3,1,0,2,25150,1.0,0,14,8,0,7.0,3,7,7,7,False,True,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True
50,6,3,1,1,1,23420,1.0,0,12,8,1,32.0,2,32,13,9,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True
34,25,5,1,0,1,41940,0.0,0,17,8,2,12.0,3,11,5,7,False,False,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False
42,1,3,1,0,1,106850,4.0,0,11,8,3,4.0,2,1,0,0,False,False,True,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False
37,2,2,1,1,1,20220,1.0,0,12,8,0,10.0,1,10,3,7,False,False,True,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False
29,1,3,1,0,1,23140,3.0,0,13,8,0,9.0,5,7,0,7,False,False,True,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False
33,1,1,1,1,1,42560,1.0,0,13,8,3,5.0,1,5,0,2,False,False,True,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True
45,3,3,1,1,3,35800,4.0,0,20,8,1,8.0,1,5,0,3,False,False,True,False,False,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False
42,1,4,1,1,2,31620,2.0,0,17,8,2,24.0,1,20,13,9,False,True,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False
40,10,1,1,0,1,65240,0.0,0,13,8,1,9.0,2,8,7,1,False,False,True,False,False,True,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False
33,9,3,1,0,2,28990,1.0,0,17,8,0,15.0,3,15,5,7,False,False,True,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False
40,5,5,1,1,1,52310,1.0,0,12,8,2,21.0,4,21,7,7,False,False,True,False,False,True,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True
24,10,2,1,1,1,23560,0.0,0,13,8,0,2.0,5,1,0,0,False,False,True,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False
40,7,3,1,1,1,28000,3.0,0,12,8,2,8.0,0,2,2,2,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False,False
45,4,3,1,0,3,118360,1.0,0,22,8,0,10.0,2,10,7,7,False,False,True,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False
